iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
BGR,Europe,Bulgaria,2020-08-12,13893.0,171.0,168.0,482.0,11.0,8.286,1999.44,24.61,24.178,69.368,1.583,1.192,0.89,63.0,9.067,834.0,120.027,,,,,313866.0,5388.0,45.171,0.775,4152.0,0.598,0.04,24.7,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-13,13893.0,0.0,125.571,482.0,0.0,6.714,1999.44,0.0,18.072,69.368,0.0,0.966,0.89,63.0,9.067,824.0,118.588,,,,,318974.0,5108.0,45.906,0.735,4474.0,0.644,0.028,35.6,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-14,14243.0,350.0,147.714,492.0,10.0,7.143,2049.811,50.371,21.259,70.807,1.439,1.028,0.9,58.0,8.347,811.0,116.717,,,,,324851.0,5877.0,46.752,0.846,4395.0,0.633,0.034,29.8,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-15,14333.0,90.0,141.429,495.0,3.0,7.143,2062.764,12.953,20.354,71.239,0.432,1.028,0.89,55.0,7.915,811.0,116.717,,,,,330785.0,5934.0,47.606,0.854,4409.0,0.635,0.032,31.2,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-16,14365.0,32.0,138.429,498.0,3.0,7.286,2067.369,4.605,19.922,71.671,0.432,1.049,0.89,56.0,8.059,807.0,116.141,,,,,333530.0,2745.0,48.001,0.395,4285.0,0.617,0.032,31.0,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-17,14500.0,135.0,141.143,512.0,14.0,7.571,2086.798,19.429,20.313,73.686,2.015,1.09,0.9,56.0,8.059,768.0,110.528,,,,,334311.0,781.0,48.113,0.112,4214.0,0.606,0.033,29.9,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-18,14669.0,169.0,135.286,519.0,7.0,6.857,2111.12,24.322,19.47,74.693,1.007,0.987,0.91,61.0,8.779,782.0,112.543,,,,,339563.0,5252.0,48.869,0.756,4441.0,0.639,0.03,32.8,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-19,14820.0,151.0,132.429,527.0,8.0,6.429,2132.851,21.731,19.059,75.844,1.151,0.925,0.91,60.0,8.635,752.0,108.226,,,,,343230.0,3667.0,49.397,0.528,4195.0,0.604,0.032,31.7,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-20,14962.0,142.0,152.714,532.0,5.0,7.143,2153.288,20.436,21.978,76.564,0.72,1.028,0.92,63.0,9.067,766.0,110.24,,,,,351879.0,8649.0,50.641,1.245,4701.0,0.677,0.032,30.8,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-21,15131.0,169.0,126.857,539.0,7.0,6.714,2177.61,24.322,18.257,77.571,1.007,0.966,0.92,73.0,10.506,734.0,105.635,,,,,358723.0,6844.0,51.626,0.985,4839.0,0.696,0.026,38.1,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-22,15131.0,0.0,114.0,539.0,0.0,6.286,2177.61,0.0,16.407,77.571,0.0,0.905,0.92,74.0,10.65,743.0,106.93,,,,,365096.0,6373.0,52.544,0.917,4902.0,0.705,0.023,43.0,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-23,15287.0,156.0,131.714,545.0,6.0,6.714,2200.061,22.451,18.956,78.435,0.864,0.966,0.94,74.0,10.65,745.0,107.218,,,,,368498.0,3402.0,53.033,0.49,4995.0,0.719,0.026,37.9,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-24,15386.0,99.0,126.571,563.0,18.0,7.286,2214.308,14.248,18.216,81.025,2.591,1.049,0.95,65.0,9.355,714.0,102.757,,,,,370786.0,2288.0,53.362,0.329,5211.0,0.75,0.024,41.2,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-25,15589.0,203.0,131.429,572.0,9.0,7.571,2243.524,29.215,18.915,82.321,1.295,1.09,0.96,64.0,9.211,715.0,102.901,,,,,374374.0,3588.0,53.879,0.516,4973.0,0.716,0.026,37.8,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-26,15751.0,162.0,133.0,586.0,14.0,8.429,2266.838,23.315,19.141,84.335,2.015,1.213,0.96,60.0,8.635,741.0,106.643,,,,,384450.0,10076.0,55.329,1.45,5889.0,0.848,0.023,44.3,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-27,15908.0,157.0,135.143,594.0,8.0,8.857,2289.433,22.595,19.449,85.487,1.151,1.275,0.96,65.0,9.355,726.0,104.484,,,,,,,,,5199.0,0.748,0.026,38.5,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-28,16065.0,157.0,133.429,603.0,9.0,9.143,2312.028,22.595,19.203,86.782,1.295,1.316,0.96,59.0,8.491,712.0,102.469,,,,,392089.0,,56.428,,4767.0,0.686,0.028,35.7,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-29,16164.0,99.0,147.571,605.0,2.0,9.429,2326.276,14.248,21.238,87.07,0.288,1.357,0.96,61.0,8.779,723.0,104.052,,,,,398426.0,6337.0,57.34,0.912,4761.0,0.685,0.031,32.3,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-30,16190.0,26.0,129.0,613.0,8.0,9.714,2330.018,3.742,18.565,88.221,1.151,1.398,0.95,63.0,9.067,726.0,104.484,,,,,404683.0,6257.0,58.241,0.9,5169.0,0.744,0.025,40.1,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-08-31,16266.0,76.0,125.714,629.0,16.0,9.429,2340.955,10.938,18.092,90.524,2.303,1.357,0.97,65.0,9.355,727.0,104.628,,,,,,,,,5152.0,0.741,0.024,41.0,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-01,16454.0,188.0,123.571,642.0,13.0,10.0,2368.012,27.056,17.784,92.395,1.871,1.439,0.99,62.0,8.923,737.0,106.067,,,,,409013.0,,58.864,,4948.0,0.712,0.025,40.0,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-02,16617.0,163.0,123.714,648.0,6.0,8.857,2391.47,23.458,17.805,93.258,0.864,1.275,1.0,63.0,9.067,758.0,109.089,,,,,415797.0,6784.0,59.84,0.976,4478.0,0.644,0.028,36.2,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-03,16775.0,158.0,123.857,658.0,10.0,9.143,2414.209,22.739,17.825,94.697,1.439,1.316,1.0,61.0,8.779,764.0,109.953,,,,,421240.0,5443.0,60.624,0.783,4710.0,0.678,0.026,38.0,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-04,16954.0,179.0,127.0,665.0,7.0,8.857,2439.97,25.761,18.277,95.705,1.007,1.275,1.0,56.0,8.059,763.0,109.809,,,,,428266.0,7026.0,61.635,1.011,5168.0,0.744,0.025,40.7,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-05,17050.0,96.0,126.571,671.0,6.0,9.429,2453.786,13.816,18.216,96.568,0.864,1.357,0.99,57.0,8.203,755.0,108.657,,,,,436395.0,8129.0,62.805,1.17,5424.0,0.781,0.023,42.9,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-06,17089.0,39.0,128.429,676.0,5.0,9.0,2459.399,5.613,18.483,97.288,0.72,1.295,0.99,54.0,7.772,766.0,110.24,,,,,441160.0,4765.0,63.49,0.686,5211.0,0.75,0.025,40.6,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-07,17146.0,57.0,125.714,677.0,1.0,6.857,2467.602,8.203,18.092,97.432,0.144,0.987,1.0,53.0,7.628,773.0,111.248,,,,,,,,,5269.0,0.758,0.024,41.9,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-08,17313.0,167.0,122.714,692.0,15.0,7.143,2491.637,24.034,17.661,99.591,2.159,1.028,1.02,57.0,8.203,762.0,109.665,,,,,446303.0,,64.231,,5327.0,0.767,0.023,43.4,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-09,17435.0,122.0,116.857,702.0,10.0,7.714,2509.195,17.558,16.818,101.03,1.439,1.11,1.04,60.0,8.635,753.0,108.37,,,,,451448.0,5145.0,64.971,0.74,5093.0,0.733,0.023,43.6,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-10,17598.0,163.0,117.571,706.0,4.0,6.857,2532.653,23.458,16.921,101.605,0.576,0.987,1.05,55.0,7.915,746.0,107.362,,,,,,,,,5026.0,0.723,0.023,42.7,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-11,17799.0,201.0,120.714,713.0,7.0,6.857,2561.58,28.927,17.373,102.613,1.007,0.987,1.06,56.0,8.059,735.0,105.779,,,,,461403.0,,66.404,,4734.0,0.681,0.025,39.2,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-12,17891.0,92.0,120.143,717.0,4.0,6.571,2574.821,13.24,17.291,103.189,0.576,0.946,1.06,53.0,7.628,736.0,105.923,,,,,463733.0,2330.0,66.739,0.335,3905.0,0.562,0.031,32.5,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-13,17918.0,27.0,118.429,720.0,3.0,6.286,2578.706,3.886,17.044,103.62,0.432,0.905,1.06,53.0,7.628,740.0,106.499,,,,,,,,,3291.0,0.474,0.036,27.8,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-14,18061.0,143.0,130.714,729.0,9.0,7.429,2599.287,20.58,18.812,104.916,1.295,1.069,1.08,49.0,7.052,730.0,105.059,,,,,464657.0,,66.872,,2989.0,0.43,0.044,22.9,tests performed,38.89,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-15,18216.0,155.0,129.0,736.0,7.0,6.286,2621.594,22.307,18.565,105.923,1.007,0.905,1.1,46.0,6.62,734.0,105.635,,,,,472132.0,7475.0,67.948,1.076,3690.0,0.531,0.035,28.6,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-16,18390.0,174.0,136.429,739.0,3.0,5.286,2646.635,25.042,19.634,106.355,0.432,0.761,1.11,43.0,6.188,744.0,107.074,,,,,476967.0,4835.0,68.644,0.696,3646.0,0.525,0.037,26.7,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-17,18544.0,154.0,135.143,749.0,10.0,6.143,2668.799,22.163,19.449,107.794,1.439,0.884,1.12,37.0,5.325,744.0,107.074,,,,,,,,,3353.0,0.483,0.04,24.8,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-18,18733.0,189.0,133.429,753.0,4.0,5.714,2695.999,27.2,19.203,108.37,0.576,0.822,1.13,34.0,4.893,728.0,104.772,,,,,482823.0,,69.486,,3060.0,0.44,0.044,22.9,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-19,18819.0,86.0,132.571,755.0,2.0,5.429,2708.376,12.377,19.079,108.657,0.288,0.781,1.13,37.0,5.325,723.0,104.052,,,,,491780.0,8957.0,70.776,1.289,4007.0,0.577,0.033,30.2,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-20,18863.0,44.0,135.0,761.0,6.0,5.857,2714.708,6.332,19.429,109.521,0.864,0.843,1.14,35.0,5.037,718.0,103.332,,,,,,,,,4030.0,0.58,0.033,29.9,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-21,19014.0,151.0,136.143,765.0,4.0,5.143,2736.44,21.731,19.593,110.097,0.576,0.74,1.17,33.0,4.749,714.0,102.757,,,,,493029.0,,70.955,,4053.0,0.583,0.034,29.8,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-22,19123.0,109.0,129.571,767.0,2.0,4.429,2752.127,15.687,18.648,110.384,0.288,0.637,1.19,31.0,4.461,716.0,103.045,,,,,496017.0,2988.0,71.385,0.43,3412.0,0.491,0.038,26.3,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-23,19283.0,160.0,127.571,779.0,12.0,5.714,2775.153,23.027,18.36,112.111,1.727,0.822,1.22,29.0,4.174,726.0,104.484,,,,,499066.0,3049.0,71.824,0.439,3157.0,0.454,0.04,24.7,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-24,19573.0,290.0,147.0,785.0,6.0,5.143,2816.889,41.736,21.156,112.975,0.864,0.74,1.25,30.0,4.318,744.0,107.074,,,,,507451.0,8385.0,73.031,1.207,3937.0,0.567,0.037,26.8,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-25,19828.0,255.0,156.429,789.0,4.0,5.143,2853.588,36.699,22.513,113.551,0.576,0.74,1.26,36.0,5.181,782.0,112.543,,,,,,,,,3879.0,0.558,0.04,24.8,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-26,19997.0,169.0,168.286,789.0,0.0,4.857,2877.91,24.322,24.219,113.551,0.0,0.699,1.26,36.0,5.181,791.0,113.838,,,,,512498.0,,73.757,,2960.0,0.426,0.057,17.6,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-27,20055.0,58.0,170.286,796.0,7.0,5.0,2886.257,8.347,24.507,114.558,1.007,0.72,1.27,41.0,5.901,794.0,114.27,,,,,515208.0,2710.0,74.147,0.39,3258.0,0.469,0.052,19.1,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-28,20271.0,216.0,179.571,807.0,11.0,6.0,2917.343,31.086,25.843,116.141,1.583,0.864,1.29,42.0,6.045,780.0,112.255,,,,,516311.0,1103.0,74.306,0.159,3326.0,0.479,0.054,18.5,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-29,20547.0,276.0,203.429,813.0,6.0,6.571,2957.064,39.721,29.277,117.005,0.864,0.946,1.32,44.0,6.332,814.0,117.149,,,,,519613.0,3302.0,74.781,0.475,3371.0,0.485,0.06,16.6,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-09-30,20833.0,286.0,221.429,825.0,12.0,6.571,2998.225,41.16,31.867,118.732,1.727,0.946,1.33,44.0,6.332,837.0,120.459,,,,,524349.0,4736.0,75.463,0.682,3612.0,0.52,0.061,16.3,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-10-01,20833.0,0.0,180.0,825.0,0.0,5.714,2998.225,0.0,25.905,118.732,0.0,0.822,1.34,47.0,6.764,857.0,123.337,,,,,529292.0,4943.0,76.174,0.711,3120.0,0.449,0.058,17.3,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-10-02,21336.0,503.0,215.429,838.0,13.0,7.0,3070.615,72.39,31.004,120.603,1.871,1.007,1.38,50.0,7.196,887.0,127.654,,,,,534135.0,4843.0,76.871,0.697,3452.0,0.497,0.062,16.0,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-10-03,21518.0,182.0,217.286,841.0,3.0,7.429,3096.808,26.193,31.271,121.034,0.432,1.069,1.38,54.0,7.772,912.0,131.252,,,,,538955.0,4820.0,77.565,0.694,3780.0,0.544,0.057,17.4,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-10-04,21587.0,69.0,218.857,844.0,3.0,6.857,3106.738,9.93,31.497,121.466,0.432,0.987,1.39,56.0,8.059,917.0,131.972,,,,,541798.0,2843.0,77.974,0.409,3799.0,0.547,0.058,17.4,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-10-05,21870.0,283.0,228.429,854.0,10.0,6.714,3147.467,40.729,32.875,122.905,1.439,0.966,1.43,59.0,8.491,930.0,133.843,,,,,543076.0,1278.0,78.158,0.184,3824.0,0.55,0.06,16.7,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-10-06,22306.0,436.0,251.286,862.0,8.0,7.0,3210.215,62.748,36.164,124.057,1.151,1.007,1.46,57.0,8.203,971.0,139.743,,,,,546789.0,3713.0,78.692,0.534,3882.0,0.559,0.065,15.4,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-10-07,22743.0,437.0,272.857,873.0,11.0,6.857,3273.106,62.892,39.269,125.64,1.583,0.987,1.48,53.0,7.628,1033.0,148.666,,,,,552220.0,5431.0,79.474,0.782,3982.0,0.573,0.069,14.6,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
BGR,Europe,Bulgaria,2020-10-08,23259.0,516.0,346.571,880.0,7.0,7.857,3347.368,74.261,49.878,126.647,1.007,1.131,1.49,56.0,8.059,1063.0,152.984,,,,,556761.0,4541.0,80.127,0.654,3924.0,0.565,0.088,11.3,tests performed,35.19,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.813
